"Ángulo (rad) Serie Nº 11";"Intensidad luminosa (%) Serie Nº 11"
;1,6
58,560;
;1,7
;1,7
58,591;1,7
;1,7
;1,7
58,608;
;1,7
;1,7
58,613;1,7
;1,7
;1,7
58,630;
;1,7
;1,7
58,652;1,7
;1,7
;1,7
58,661;
;1,7
;1,7
58,674;1,7
;1,7
;1,7
58,695;
;1,7
;1,8
58,730;1,7
;1,7
;1,8
58,787;
;1,8
;1,8
58,844;1,8
;1,8
;1,8
58,896;
;1,8
;1,8
58,962;1,8
;1,8
;1,8
59,031;
;1,8
;1,8
59,066;1,8
;1,8
;1,8
59,079;
;1,8
;1,8
59,088;1,8
;1,8
;1,8
59,106;
;1,8
;1,8
59,114;1,8
;1,8
;1,8
59,123;
;1,8
;1,8
59,127;1,8
;1,8
;1,8
59,132;
;1,8
;1,8
59,132;1,8
;1,8
;1,8
59,132;
;1,8
;1,8
59,132;1,8
;1,8
;1,8
59,132;
;1,8
;1,8
59,132;1,8
;1,8
;1,8
59,136;
;1,8
;1,8
59,136;1,8
;1,8
;1,8
59,149;
;1,8
;1,8
59,184;1,8
;1,8
;1,8
59,236;
;1,8
;1,8
59,302;1,7
;1,7
;1,7
59,341;
;1,7
;1,7
59,354;1,7
;1,7
;1,7
59,385;
;1,7
;1,7
59,415;1,7
;1,7
;1,7
59,424;
;1,7
;1,7
59,476;1,7
;1,7
;1,7
59,511;
;1,7
;1,6
59,555;1,6
;1,6
;1,6
59,629;
;1,6
;1,6
59,682;1,6
;1,6
;1,6
59,743;
;1,6
;1,6
59,808;1,6
;1,6
;1,5
59,856;
;1,5
;1,5
59,895;1,6
;1,5
;1,5
59,939;
;1,5
;1,5
59,961;1,5
;1,5
;1,5
59,987;
;1,5
;1,5
60,022;1,5
;1,5
;1,5
60,048;
;1,5
;1,5
60,070;1,5
;1,5
;1,5
60,083;
;1,5
;1,5
60,096;1,5
;1,5
;1,5
60,109;
;1,5
;1,5
60,113;1,5
;1,5
;1,5
60,113;
;1,5
;1,5
60,118;1,5
;1,5
;1,5
60,122;
;1,5
;1,5
60,122;1,5
;1,5
;1,5
60,127;
;1,5
;1,5
60,131;1,5
;1,5
;1,5
60,131;
;1,5
;1,5
60,135;1,5
;1,5
;1,5
60,144;
;1,5
;1,5
60,153;1,5
;1,5
;1,5
60,175;
;1,5
;1,5
60,201;1,5
;1,5
;1,5
60,223;
;1,5
;1,5
60,240;1,5
;1,5
;1,5
60,262;
;1,5
;1,5
60,271;1,5
;1,5
;1,5
60,297;
;1,5
;1,5
60,319;1,5
;1,5
;1,5
60,323;
;1,5
;1,5
60,336;1,5
;1,5
;1,5
60,349;
;1,5
;1,5
60,367;1,5
;1,5
;1,5
60,393;
;1,5
;1,5
60,436;1,5
;1,4
;1,4
60,476;
;1,4
;1,4
60,528;1,4
;1,4
;1,4
60,598;
;1,4
;1,4
60,663;1,4
;1,4
;1,4
60,781;
;1,4
;1,4
60,877;1,4
;1,4
;1,4
60,973;
;1,4
;1,4
61,034;1,3
;1,3
;1,3
61,069;
;1,3
;1,3
61,104;1,3
;1,3
;1,3
61,139;
;1,3
;1,3
61,209;1,3
;1,3
;1,3
61,265;
;1,3
;1,3
61,318;1,3
;1,3
;1,3
61,370;
;1,3
;1,3
61,383;1,3
;1,3
;1,3
61,392;
;1,3
;1,3
61,401;1,3
;1,3
;1,3
61,414;
;1,3
;1,3
61,427;1,3
;1,3
;1,3
61,440;
;1,3
;1,3
61,449;1,3
;1,3
;1,3
61,457;
;1,3
;1,3
61,466;1,3
;1,3
;1,3
61,479;
;1,3
;1,3
61,492;1,3
;1,3
;1,3
61,514;
;1,3
;1,3
61,532;1,3
;1,3
;1,3
61,575;
;1,3
;1,3
61,606;1,3
;1,3
;1,3
61,628;
;1,3
;1,3
61,680;1,3
;1,3
;1,3
61,728;
;1,3
;1,3
61,767;1,3
;1,3
;1,3
61,806;
;1,3
;1,3
61,824;1,3
;1,3
;1,3
61,841;
;1,3
;1,3
61,859;1,3
;1,3
;1,3
61,868;
;1,3
;1,3
61,889;1,3
;1,3
;1,3
61,929;
;1,3
;1,3
61,959;1,3
;1,3
;1,3
61,972;
;1,3
;1,3
61,977;1,2
;1,2
;1,3
61,981;
;1,3
;1,2
61,985;1,3
;1,3
;1,2
61,990;
;1,2
;1,3
61,990;1,3
;1,3
;1,2
61,990;
;1,3
;1,2
61,994;1,2
;1,2
;1,3
61,994;
;1,2
;1,3
61,994;1,2
;1,2
;1,2
61,998;
;1,2
;1,3
62,003;1,2
;1,3
;1,2
62,012;
;1,2
;1,2
62,046;1,2
;1,2
;1,2
62,086;
;1,2
;1,2
62,147;1,3
;1,2
;1,2
62,208;
;1,2
;1,2
62,260;1,2
;1,2
;1,2
62,304;
;1,2
;1,2
62,339;1,2
;1,2
;1,2
62,382;
;1,2
;1,2
62,413;1,2
;1,2
;1,2
62,465;
;1,2
;1,2
62,522;1,2
;1,2
;1,2
62,557;
;1,2
;1,2
62,601;1,2
;1,2
;1,2
62,653;
;1,2
;1,2
62,701;1,2
;1,2
;1,2
62,749;
;1,2
;1,2
62,784;1,2
;1,2
;1,2
62,819;
;1,2
;1,2
62,871;1,2
;1,2
;1,2
62,902;
;1,2
;1,2
62,906;1,2
;1,2
;1,2
62,915;
;1,2
;1,2
62,928;1,2
;1,2
;1,2
62,958;
;1,2
;1,2
62,985;1,2
;1,2
;1,2
63,041;
;1,2
;1,2
63,089;1,2
;1,2
;1,1
63,142;
;1,1
;1,2
63,190;1,2
;1,1
;1,1
63,216;
;1,2
;1,1
63,251;1,1
;1,1
;1,1
63,290;
;1,1
;1,1
63,307;1,1
;1,1
;1,1
63,334;
;1,1
;1,1
63,373;1,1
;1,1
;1,1
63,417;
;1,1
;1,1
63,465;1,1
;1,1
;1,1
63,539;
;1,1
;1,1
63,609;1,1
;1,1
;1,1
63,670;
;1,1
;1,1
63,722;1,1
;1,1
;1,1
63,761;
;1,1
;1,1
63,801;1,1
;1,1
;1,1
63,862;
;1,1
;1,1
63,892;1,1
;1,1
;1,1
63,944;
;1,1
;1,1
63,992;1,1
;1,1
;1,1
64,032;
;1,1
;1,1
64,062;1,1
;1,1
;1,1
64,084;
;1,1
;1,1
64,115;1,1
;1,1
;1,1
64,141;
;1,1
;1,1
64,167;1,1
;1,1
;1,1
64,198;
;1,1
;1,1
64,232;1,1
;1,1
;1,1
64,263;
;1,1
;1,1
64,320;1,1
;1,1
;1,1
64,420;
;1,1
;1,0
64,512;1,0
;1,1
;1,1
64,573;
;1,0
;1,0
64,599;1,0
;1,0
;1,0
64,616;
;1,0
;1,0
64,634;1,0
;1,0
;1,0
64,682;
;1,0
;1,0
64,739;1,0
;1,0
;1,0
64,782;
;1,0
;1,0
64,830;1,0
;1,0
;1,0
64,848;
;1,0
;1,0
64,848;1,0
;1,0
;1,0
64,852;
;1,0
;1,0
64,887;1,0
;1,0
;1,0
64,957;
;1,0
;1,0
65,044;1,0
;1,0
;1,0
65,070;
;1,0
;1,0
65,075;1,0
;1,0
;1,0
65,075;
;1,0
;1,0
65,096;1,0
;1,0
;1,0
65,127;
;1,0
;1,0
65,166;1,0
;1,0
;1,0
65,223;
;1,0
;1,0
65,293;1,0
;1,0
;1,0
65,345;
;1,0
;1,0
65,367;1,0
;1,0
;1,0
65,371;
;1,0
;1,0
65,376;1,0
;1,0
;1,0
65,393;
;1,0
;1,0
65,428;1,0
;1,0
;1,0
65,507;
;1,0
;1,0
65,572;1,0
;1,0
;1,0
65,611;
;1,0
;1,0
65,651;1,0
;1,0
;1,0
65,677;
;1,0
;1,0
65,694;1,0
;1,0
;1,0
65,716;
;0,9
;0,9
65,773;1,0
;1,0
;0,9
65,847;
;0,9
;0,9
65,930;0,9
;0,9
;0,9
66,017;
;0,9
;0,9
66,096;0,9
;0,9
;0,9
66,131;
;0,9
;0,9
66,187;0,9
;0,9
;0,9
66,253;
;0,9
;0,9
66,275;0,9
;0,9
;0,9
66,309;
;0,9
;0,9
66,366;0,9
;0,9
;0,9
66,414;
;0,9
;0,9
66,471;0,9
;0,9
;0,9
66,532;
;0,9
;0,9
66,602;0,9
;0,9
;0,9
66,685;
;0,9
;0,9
66,750;0,9
;0,9
;0,9
66,768;
;0,9
;0,9
66,794;0,9
;0,9
;0,9
66,885;
;0,9
;0,9
66,973;0,9
;0,9
;1,0
67,012;
;0,9
;0,9
67,073;1,0
;0,9
;1,0
67,165;
;1,0
;1,0
67,248;1,0
;1,0
;1,0
67,313;
;1,0
;1,0
67,370;1,0
;1,0
;1,0
67,405;
;1,0
;1,0
67,461;1,0
;1,0
;1,0
67,536;
;1,0
;1,0
67,636;1,0
;1,0
;1,0
67,719;
;1,0
;1,0
67,789;1,0
;1,0
;1,0
67,889;
;1,0
;1,0
67,998;1,0
;1,1
;1,1
68,055;
;1,1
;1,1
68,116;1,0
;1,1
;1,1
68,159;
;1,1
;1,1
68,203;1,1
;1,1
;1,1
68,247;
;1,1
;1,1
68,330;1,1
;1,1
;1,1
68,430;
;1,1
;1,1
68,526;1,1
;1,1
;1,1
68,609;
;1,1
;1,1
68,648;1,1
;1,1
;1,1
68,679;
;1,1
;1,1
68,705;1,1
;1,1
;1,1
68,731;
;1,1
;1,1
68,766;1,1
;1,1
;1,1
68,783;
;1,1
;1,1
68,801;1,1
;1,1
;1,1
68,827;
;1,1
;1,1
68,853;1,1
;1,1
;1,1
68,866;
;1,1
;1,1
68,875;1,1
;1,1
;1,1
68,884;
;1,1
;1,1
68,892;1,1
;1,1
;1,1
68,901;
;1,1
;1,1
68,927;1,1
;1,1
;1,2
68,962;
;1,2
;1,1
68,988;1,1
;1,2
;1,2
69,010;
;1,2
;1,2
69,019;1,2
;1,2
;1,2
69,019;
;1,2
;1,2
69,023;1,2
;1,2
;1,2
69,023;
;1,2
;1,2
69,023;1,2
;1,2
;1,2
69,023;
;1,2
;1,2
69,028;1,2
;1,2
;1,2
69,032;
;1,2
;1,2
69,063;1,2
;1,2
;1,2
69,102;
;1,2
;1,2
69,137;1,2
;1,2
;1,2
69,150;
;1,2
;1,2
69,154;1,2
;1,2
;1,2
69,159;
;1,2
;1,2
69,159;1,2
;1,2
;1,2
69,163;
;1,2
;1,2
69,189;1,2
;1,2
;1,2
69,224;
;1,2
;1,2
69,276;1,2
;1,2
;1,2
69,316;
;1,2
;1,2
69,368;1,2
;1,2
;1,2
69,425;
;1,2
;1,2
69,495;1,2
;1,2
;1,2
69,564;
;1,2
;1,2
69,652;1,2
;1,2
;1,2
69,743;
;1,3
;1,3
69,813;1,3
;1,3
;1,3
69,879;
;1,3
;1,3
69,940;1,3
;1,3
;1,3
69,983;
;1,3
;1,3
70,066;1,3
;1,3
;1,3
70,184;
;1,3
;1,3
70,276;1,4
;1,4
;1,4
70,345;
;1,4
;1,4
70,367;1,4
;1,4
;1,4
70,407;
;1,4
;1,4
70,437;1,4
;1,4
;1,4
70,459;
;1,4
;1,4
70,476;1,4
;1,4
;1,4
70,503;
;1,4
;1,4
70,529;1,5
;1,5
;1,5
70,594;
;1,5
;1,5
70,633;1,5
;1,5
;1,5
70,647;
;1,5
;1,5
70,655;1,5
;1,5
;1,5
70,690;
;1,5
;1,5
70,764;1,5
;1,5
;1,6
70,817;
;1,6
;1,6
70,869;1,6
;1,6
;1,6
70,904;
;1,6
;1,6
70,930;1,6
;1,7
;1,7
70,952;
;1,7
;1,7
70,978;1,7
;1,7
;1,7
71,004;
;1,7
;1,7
71,026;1,7
;1,7
;1,7
71,031;
;1,7
;1,7
71,035;1,7
;1,7
;1,7
71,044;
;1,7
;1,7
71,044;1,8
;1,7
;1,7
71,052;
;1,7
;1,7
71,057;1,7
;1,8
;1,8
71,057;
;1,8
;1,7
71,105;1,7
;1,8
;1,8
71,161;
;1,8
;1,8
71,196;1,8
;1,9
;1,9
71,223;
;1,9
;1,9
71,249;1,9
;1,9
;1,9
71,275;
;1,9
;1,9
71,301;1,9
;1,9
;1,9
71,332;
;2,0
;2,0
71,340;2,0
;2,0
;2,0
71,345;
;2,0
;2,0
71,353;2,0
;2,0
;2,0
71,358;
;2,0
;2,0
71,375;2,0
;2,0
;2,0
71,419;
;2,0
;2,0
71,480;2,0
;2,1
;2,1
71,528;
;2,1
;2,1
71,554;2,1
;2,2
;2,2
71,580;
;2,2
;2,2
71,620;2,2
;2,2
;2,2
71,668;
;2,2
;2,3
71,720;2,3
;2,3
;2,3
71,816;
;2,3
;2,4
71,942;2,4
;2,4
;2,5
72,021;
;2,5
;2,6
72,082;2,6
;2,6
;2,6
72,121;
;2,6
;2,7
72,165;2,7
;2,7
;2,7
72,226;
;2,7
;2,7
72,309;2,8
;2,8
;2,8
72,388;
;2,9
;2,9
72,466;2,9
;2,9
;3,0
72,540;
;3,0
;3,1
72,584;3,1
;3,1
;3,1
72,636;
;3,2
;3,2
72,671;3,2
;3,3
;3,3
72,697;
;3,3
;3,3
72,741;3,4
;3,3
;3,4
72,793;
;3,4
;3,5
72,863;3,5
;3,6
;3,7
72,907;
;3,7
;3,7
72,955;3,8
;3,9
;4,0
72,998;
;4,1
;4,2
73,051;4,2
;4,4
;4,6
73,081;
;4,8
;4,9
73,099;5,1
;5,3
;5,4
73,107;
;5,5
;5,5
73,116;5,5
;5,6
;5,6
73,125;
;5,8
;5,9
73,129;5,9
;6,0
;6,0
73,138;
;6,0
;6,1
73,142;6,1
;6,2
;6,3
73,142;
;6,2
;6,4
73,147;6,5
;6,4
;6,3
73,160;
;6,3
;6,5
73,169;6,6
;6,7
;6,8
73,195;
;6,9
;7,4
73,217;7,7
;7,9
;8,4
73,234;
;8,7
;9,0
73,243;9,2
;9,4
;9,5
73,256;
;9,7
;10,1
73,265;10,4
;10,5
;10,7
73,265;
;11,0
;10,7
73,269;10,6
;11,1
;11,1
73,286;
;10,6
;11,0
73,317;11,9
;12,9
;13,5
73,330;
;14,3
;14,6
73,352;14,8
;15,0
;15,9
73,382;
;17,2
;18,0
73,413;19,0
;20,0
;21,0
73,439;
;22,2
;23,6
73,478;25,0
;26,2
;29,0
73,526;
;31,2
;33,5
73,587;36,6
;40,0
;43,6
73,653;
;48,4
;53,5
73,705;58,5
;63,6
;66,8
73,779;
;70,7
;76,8
73,867;83,7
;87,6
;89,8
73,954;
;91,8
;92,7
74,041;93,5
;94,2
;95,0
74,168;
;95,7
;96,0
74,299;96,4
;96,1
;96,3
74,386;
;96,2
;95,9
74,443;96,1
;95,7
;95,4
74,504;
;95,0
;94,9
74,569;94,3
;93,7
;93,3
74,622;
;92,8
;92,0
74,665;90,8
;89,8
;88,6
74,731;
;87,7
;85,6
74,770;84,3
;81,8
;79,0
74,800;
;76,5
;74,0
74,844;72,1
;69,0
;65,3
74,888;
;61,5
;57,6
74,914;55,6
;54,0
;52,4
74,927;
;50,9
;50,2
74,936;49,4
;48,9
;48,6
74,953;
;47,8
;46,6
74,971;45,4
;44,4
;43,8
74,988;
;42,9
;41,6
75,006;40,7
;40,5
;39,9
75,023;
;38,1
;36,0
75,045;35,3
;35,2
;34,3
75,097;
;32,6
;30,4
75,150;28,4
;25,9
;23,7
75,180;
;21,9
;20,9
75,197;20,4
;19,8
;19,6
75,197;
;19,4
;19,3
75,202;19,0
;18,5
;18,0
75,202;
;18,2
;18,7
75,202;19,0
;18,8
;18,6
75,206;
;18,7
;18,6
75,211;18,7
;18,5
;18,1
75,228;
;17,8
;17,7
75,250;17,6
;16,9
;15,8
75,267;
;15,0
;14,6
75,289;14,7
;14,7
;14,4
75,311;
;13,7
;12,7
75,324;12,1
;12,0
;11,9
75,359;
;11,5
;10,9
75,385;10,5
;10,2
;9,8
75,407;
;9,5
;9,1
75,446;8,6
;8,1
;7,7
75,477;
;7,4
;7,3
75,516;7,2
;6,8
;6,3
75,564;
;5,9
;5,5
75,590;5,2
;5,2
;5,2
75,651;
;5,0
;4,8
75,717;4,5
;4,3
;4,1
75,787;
;4,0
;3,8
75,856;3,7
;3,6
;3,5
75,904;
;3,5
;3,4
75,979;3,4
;3,3
;3,2
76,075;
;3,1
;3,0
76,162;3,0
;3,0
;2,9
76,232;
;2,9
;2,8
76,310;2,8
;2,7
;2,7
76,406;
;2,6
;2,6
76,511;2,6
;2,5
;2,5
76,611;
;2,5
;2,4
76,742;2,4
;2,4
;2,3
76,842;
;2,3
;2,3
76,917;2,2
;2,2
;2,2
77,017;
;2,2
;2,1
77,082;2,1
;2,1
;2,1
77,148;
;2,1
;2,0
77,226;2,0
;2,0
;2,0
77,283;
;2,0
;2,0
77,379;2,0
;1,9
;1,9
77,466;
;1,9
;1,9
77,497;1,9
;1,9
;1,9
77,536;
;1,9
;1,9
77,597;1,9
;1,8
;1,8
77,658;
;1,8
;1,8
77,693;1,8
;1,8
;1,8
77,737;
;1,8
;1,8
77,798;1,8
;1,8
;1,8
77,890;
;1,7
;1,7
77,986;1,7
;1,7
;1,7
78,060;
;1,7
;1,7
78,121;1,7
;1,7
;1,6
78,169;
;1,6
;1,6
78,208;1,6
;1,6
;1,6
78,234;
;1,6
;1,6
78,243;1,6
;1,6
;1,6
78,261;
;1,6
;1,6
78,282;1,6
;1,6
;1,6
78,309;
;1,6
;1,6
78,348;1,6
;1,6
;1,6
78,383;
;1,6
;1,6
78,396;1,6
;1,6
;1,6
78,400;
;1,6
;1,6
78,405;1,6
;1,5
;1,5
78,422;
;1,6
;1,5
78,448;1,5
;1,6
;1,5
78,505;
;1,5
;1,5
78,579;1,5
;1,5
;1,5
78,645;
;1,5
;1,5
78,697;1,5
;1,5
;1,5
78,732;
;1,5
;1,5
78,762;1,5
;1,5
;1,5
78,810;
;1,5
;1,4
78,876;1,4
;1,4
;1,4
78,963;
;1,4
;1,4
79,033;1,4
;1,4
;1,4
79,072;
;1,4
;1,4
79,103;1,4
;1,4
;1,4
79,146;
;1,4
;1,4
79,194;1,4
;1,4
;1,3
79,260;
;1,3
;1,3
79,321;1,3
;1,3
;1,3
79,356;
;1,3
;1,3
79,378;1,3
;1,3
;1,3
79,434;
;1,3
;1,3
79,504;1,3
;1,3
;1,3
79,618;
;1,3
;1,3
79,762;1,2
;1,3
;1,2
79,897;
;1,2
;1,2
79,988;1,2
;1,2
;1,2
80,089;
;1,2
;1,2
80,154;1,2
;1,2
;1,2
80,228;
;1,2
;1,2
80,294;1,2
;1,1
;1,1
80,351;
;1,2
;1,1
80,399;1,1
;1,1
;1,1
80,451;
;1,1
;1,1
80,481;1,1
;1,1
;1,1
80,486;
;1,1
;1,1
80,490;1,1
;1,1
;1,1
80,490;
;1,1
;1,1
80,490;1,1
;1,1
;1,1
80,490;
;1,1
;1,1
80,495;1,1
;1,1
;1,1
80,495;
;1,1
;1,1
80,503;1,1
;1,1
;1,1
80,543;
;1,1
;1,1
80,586;1,1
;1,1
;1,1
80,625;
;1,1
;1,1
80,647;1,1
;1,1
;1,1
80,669;
;1,1
;1,1
80,691;1,1
;1,1
;1,1
80,726;
;1,1
;1,1
80,787;1,1
;1,1
;1,1
80,822;
;1,1
;1,1
80,865;1,1
;1,1
;1,1
80,922;
;1,1
;1,1
80,988;1,1
;1,1
;1,1
81,036;
;1,1
;1,1
81,092;1,1
;1,1
;1,1
81,127;
;1,1
;1,1
81,171;1,1
;1,1
;1,1
81,241;
;1,1
;1,1
81,311;1,1
;1,1
;1,1
81,372;
;1,1
;1,0
81,463;1,0
;1,1
;1,0
81,542;
;1,0
;1,0
81,598;1,0
;1,0
;1,0
81,646;
;1,0
;1,0
81,708;1,0
;1,0
;1,0
81,747;
;1,0
;1,0
81,777;1,0
;1,0
;1,0
81,812;
;1,0
;1,0
81,873;1,0
;1,0
;1,0
81,952;
;1,0
;1,0
82,057;1,0
;1,0
;1,0
82,148;
;1,0
;1,0
82,183;1,0
;1,0
;1,0
82,218;
;1,0
;1,0
82,270;1,0
;1,0
;1,0
82,332;
;1,0
;1,0
82,366;1,0
;1,0
;1,0
82,397;
;1,0
;1,0
82,419;1,0
;1,0
;1,0
82,445;
;1,0
;1,0
82,484;1,0
;1,0
;1,0
82,558;
;1,0
;1,0
82,624;1,0
;1,0
;1,0
82,654;
;1,0
;1,0
82,672;1,0
;1,0
;1,0
82,681;
;1,0
;1,0
82,685;1,0
;1,0
;1,0
82,685;
;1,0
;1,0
82,694;1,0
;1,0
;1,0
82,707;
;1,0
;1,0
82,755;1,0
;1,0
;1,0
82,798;
;1,0
;1,0
82,851;1,0
;1,0
;1,0
82,925;
;1,0
;1,0
82,990;1,0
;1,0
;1,0
83,025;
;1,0
;1,0
83,069;1,0
;1,0
;1,0
83,113;
;1,0
;1,0
83,152;1,0
;1,0
;1,0
83,222;
;1,0
;1,0
83,335;1,0
;1,0
;1,0
83,488;
;1,0
;0,9
83,619;1,0
;1,0
;1,0
83,732;
;1,0
;1,0
83,815;0,9
;1,0
;0,9
83,872;
;0,9
;1,0
83,950;0,9
;0,9
;1,0
84,025;
;0,9
;1,0
84,090;0,9
;1,0
;1,0
84,142;
;1,0
;0,9
84,177;1,0
;0,9
;0,9
84,203;
;0,9
;1,0
84,243;0,9
;0,9
;0,9
84,264;
;0,9
;0,9
84,282;0,9
;0,9
;0,9
84,312;
;0,9
;0,9
84,365;1,0
;0,9
;0,9
84,422;
;0,9
;0,9
84,487;0,9
;0,9
;0,9
84,548;
;0,9
;0,9
84,622;0,9
;0,9
;0,9
84,701;
;0,9
;0,9
84,797;1,0
;1,0
;1,0
84,880;
;0,9
;0,9
84,954;0,9
;0,9
;0,9
85,046;
;0,9
;0,9
85,142;0,9
;0,9
;0,9
85,224;
;0,9
;0,9
85,290;0,9
;0,9
;0,9
85,342;
;0,9
;0,9
85,386;0,9
;0,9
;0,9
85,443;
;0,9
;0,9
85,460;0,9
;0,9
;0,9
85,482;
;0,9
;0,9
85,499;0,9
;0,9
;0,9
85,525;
;0,9
;0,9
85,552;0,9
;0,9
;0,9
85,591;
;0,9
;0,9
85,626;0,9
;0,9
;0,9
85,665;
;0,9
;0,9
85,713;0,9
;0,9
;0,9
85,761;
;0,9
;0,9
85,840;0,9
;0,9
;0,9
85,918;
;0,9
;0,9
85,988;0,9
;0,9
;0,9
86,049;
;0,9
;0,9
86,093;0,9
;0,9
;0,9
86,171;
;0,9
;0,9
86,228;0,9
;0,9
;0,9
86,241;
;0,9
;0,9
86,250;0,9
;0,9
;0,9
86,263;
;0,9
;0,9
86,280;0,9
;0,9
;0,9
86,302;
;1,0
;0,9
86,315;0,9
;0,9
;1,0
86,355;
;1,0
;1,0
86,429;1,0
;1,0
;1,0
86,499;
;1,0
;1,0
86,586;1,0
;1,0
;1,0
86,651;
;1,0
;1,0
86,704;1,0
;1,0
;1,0
86,769;
;1,0
;1,0
86,813;1,0
;1,0
;1,0
86,882;
;1,0
;1,0
86,970;1,1
;1,1
;1,1
87,053;
;1,1
;1,1
87,131;1,1
;1,1
;1,1
87,218;
;1,1
;1,1
87,297;1,2
;1,2
;1,2
87,362;
;1,2
;1,2
87,410;1,2
;1,2
;1,2
87,428;
;1,2
;1,2
87,476;1,2
;1,2
;1,2
87,559;
;1,2
;1,2
87,637;1,2
;1,2
;1,2
87,707;
;1,2
;1,2
87,751;1,2
;1,2
;1,2
87,808;
;1,2
;1,3
87,882;1,3
;1,3
;1,3
87,960;
;1,3
;1,3
88,043;1,3
;1,3
;1,3
88,183;
;1,4
;1,4
88,318;1,4
;1,5
;1,5
88,471;
;1,5
;1,6
88,532;1,7
;1,7
;1,7
88,554;
;1,7
;1,8
88,584;1,8
;1,8
;1,8
88,663;
;1,8
;1,9
88,750;1,9
;1,9
;2,0
88,815;
;2,0
;2,0
88,885;2,0
;2,0
;2,1
88,898;
;2,1
;2,1
88,911;2,1
;2,1
;2,1
88,986;
;2,1
;2,2
89,034;2,2
;2,1
;2,2
89,143;
;2,2
;2,3
89,278;2,3
;2,4
;2,5
89,418;
;2,6
;2,7
89,575;2,8
;2,9
;3,0
89,688;
;3,2
;3,3
89,815;3,3
;3,4
;3,5
89,871;
;3,6
;3,6
89,884;3,6
;3,6
;3,7
89,893;
;3,6
;3,6
89,915;3,6
;3,6
;3,6
89,967;
;3,6
;3,6
90,015;3,6
;3,6
;3,6
90,042;
;3,6
;3,6
90,055;3,6
;3,6
;3,7
90,068;
;3,7
;3,7
90,107;3,6
;3,5
;3,6
90,151;
;3,6
;3,6
90,216;3,6
;3,5
;3,5
90,299;
;3,4
;3,3
90,369;3,2
;3,2
;3,1
90,434;
;3,0
;3,0
90,504;2,9
;2,8
;2,7
90,556;
;2,7
;2,6
90,631;2,5
;2,5
;2,4
90,705;
;2,3
;2,3
90,809;2,1
;2,0
;1,9
90,923;
;1,8
;1,7
91,015;1,6
;1,6
;1,5
91,063;
;1,5
;1,4
91,102;1,4
;1,4
;1,4
91,163;
;1,4
;1,3
91,255;1,3
;1,3
;1,2
91,355;
;1,2
;1,2
91,372;1,2
;1,2
;1,2
91,385;
;1,2
;1,1
91,460;1,1
;1,2
;1,1
91,604;
;1,1
;1,1
91,704;1,1
;1,1
;1,1
91,787;
;1,1
;1,1
91,861;1,1
;1,1
;1,1
91,918;
;1,1
;1,1
91,961;1,1
;1,1
;1,1
92,031;
;1,1
;1,1
92,136;1,1
;1,1
;1,1
92,223;
;1,1
;1,1
92,345;1,1
;1,1
;1,0
92,450;
;1,1
;1,1
92,564;1,1
;1,1
;1,1
92,703;
;1,0
;1,1
92,825;1,1
;1,1
;1,1
92,913;
;1,1
;1,1
93,026;1,1
;1,2
;1,2
93,131;
;1,2
;1,3
93,196;1,4
;1,4
;1,5
93,279;
;1,5
;1,6
93,366;1,7
;1,8
;1,9
93,449;
;2,0
;2,2
93,480;2,3
;2,3
;2,3
93,510;
;2,3
;2,4
93,563;2,4
;2,5
;2,5
93,654;
;2,7
;2,8
93,820;2,9
;3,2
;3,3
93,942;
;3,4
;3,5
94,008;3,6
;3,6
;3,6
94,047;
;3,6
;3,6
94,082;3,6
;3,7
;3,6
94,134;
;3,6
;3,6
94,160;3,6
;3,6
;3,6
94,195;
;3,5
;3,5
94,248;3,5
;3,6
;3,5
94,326;
;3,5
;3,4
94,457;3,3
;3,2
;3,1
94,566;
;3,0
;2,8
94,680;2,8
;2,7
;2,6
94,793;
;2,5
;2,4
94,876;2,4
;2,4
;2,3
94,937;
;2,2
;2,3
95,016;2,2
;2,2
;2,2
95,120;
;2,1
;2,1
95,238;2,1
;2,0
;2,0
95,352;
;2,0
;1,9
95,456;1,9
;1,9
;1,8
95,592;
;1,8
;1,7
95,727;1,7
;1,6
;1,5
95,814;
;1,5
;1,5
95,897;1,4
;1,4
;1,3
95,967;
;1,3
;1,3
96,045;1,3
;1,2
;1,2
96,093;
;1,2
;1,2
96,150;1,2
;1,1
;1,1
96,194;
;1,1
;1,1
96,229;1,1
;1,1
;1,1
96,268;
;1,1
;1,0
96,342;1,0
;1,0
;1,0
96,386;
;1,0
;1,0
96,421;1,0
;1,0
;1,0
96,495;
;1,0
;1,0
96,635;1,0
;1,0
;1,0
96,778;
;1,0
;0,9
96,953;0,9
;0,9
;0,9
97,110;
;0,9
;0,9
97,224;0,9
;0,9
;0,9
97,289;
;0,9
;0,9
97,328;0,9
;0,9
;0,9
97,381;
;0,9
;0,9
97,442;0,9
;0,9
;0,9
97,529;
;0,9
;0,9
97,612;0,9
;0,9
;0,9
97,690;
;0,9
;0,9
97,747;0,9
;0,9
;0,9
97,795;
;0,9
;0,9
97,839;0,9
;0,9
;0,9
97,874;
;0,9
;0,9
97,917;0,9
;0,9
;0,9
97,991;
;0,9
;0,9
98,070;0,9
;0,9
;0,9
98,197;
;0,9
;0,9
98,301;0,9
;0,9
;1,0
98,402;
;0,9
;1,0
98,502;0,9
;1,0
;0,9
98,589;
;1,0
;1,0
98,650;1,0
;1,0
;1,0
98,694;
;1,0
;1,0
98,746;1,0
