"Ángulo (rad) Serie Nº 10";"Intensidad luminosa (%) Serie Nº 10"
;0,6
118,914;
;0,6
;0,6
119,114;0,6
;0,6
;0,6
119,193;
;0,6
;0,6
119,267;0,6
;0,6
;0,6
119,319;
;0,6
;0,6
119,407;0,6
;0,6
;0,6
119,494;
;0,6
;0,6
119,568;0,6
;0,6
;0,6
119,647;
;0,6
;0,6
119,778;0,6
;0,6
;0,6
119,956;
;0,6
;0,6
120,188;0,6
;0,6
;0,6
120,471;
;0,6
;0,6
120,642;0,6
;0,6
;0,6
120,812;
;0,6
;0,6
120,991;0,6
;0,6
;0,6
121,152;
;0,6
;0,6
121,340;0,6
;0,6
;0,6
121,510;
;0,6
;0,6
121,724;0,6
;0,6
;0,6
121,942;
;0,6
;0,6
122,173;0,6
;0,6
;0,6
122,365;
;0,6
;0,6
122,513;0,6
;0,6
;0,6
122,679;
;0,6
;0,6
122,845;0,6
;0,6
;0,6
122,976;
;0,6
;0,6
123,094;0,6
;0,6
;0,6
123,212;
;0,6
;0,6
123,329;0,6
;0,6
;0,6
123,443;
;0,6
;0,6
123,539;0,6
;0,6
;0,6
123,639;
;0,6
;0,6
123,739;0,6
;0,6
;0,6
123,866;
;0,6
;0,6
123,988;0,6
;0,6
;0,6
124,097;
;0,6
;0,6
124,193;0,6
;0,6
;0,6
124,329;
;0,6
;0,6
124,451;0,6
;0,6
;0,6
124,573;
;0,6
;0,6
124,695;0,6
;0,6
;0,6
124,826;
;0,6
;0,6
124,944;0,6
;0,6
;0,6
125,131;
;0,6
;0,6
125,288;0,6
;0,6
;0,6
125,402;
;0,6
;0,6
125,494;0,6
;0,6
;0,6
125,585;
;0,6
;0,6
125,686;0,6
;0,6
;0,6
125,781;
;0,6
;0,6
125,895;0,6
;0,6
;0,6
125,978;
;0,6
;0,6
126,056;0,6
;0,6
;0,6
126,135;
;0,6
;0,6
126,209;0,6
;0,6
;0,6
126,288;
;0,6
;0,6
126,375;0,6
;0,6
;0,6
126,488;
;0,6
;0,6
126,654;0,6
;0,6
;0,6
126,789;
;0,6
;0,6
126,912;0,6
;0,6
;0,6
127,038;
;0,6
;0,6
127,108;0,6
;0,6
;0,6
127,191;
;0,6
;0,6
127,300;0,6
;0,6
;0,6
127,426;
;0,6
;0,6
127,557;0,6
;0,6
;0,6
127,662;
;0,6
;0,6
127,771;0,6
;0,6
;0,6
127,872;
;0,6
;0,6
127,963;0,6
;0,6
;0,6
128,072;
;0,6
;0,6
128,251;0,6
;0,6
;0,6
128,456;
;0,6
;0,6
128,661;0,6
;0,6
;0,6
128,858;
;0,6
;0,6
129,045;0,6
;0,6
;0,6
129,233;
;0,6
;0,6
129,399;0,6
;0,6
;0,6
129,560;
;0,6
;0,6
129,695;0,6
;0,6
;0,6
129,822;
;0,6
;0,6
129,948;0,6
;0,6
;0,6
130,071;
;0,6
;0,6
130,175;0,6
;0,6
;0,6
130,232;
;0,6
;0,6
130,254;0,6
;0,6
;0,6
130,271;
;0,6
;0,6
130,293;0,6
;0,6
;0,6
130,328;
;0,6
;0,6
130,367;0,6
;0,6
;0,6
130,394;
;0,6
;0,6
130,424;0,6
;0,6
;0,6
130,481;
;0,6
;0,6
130,555;0,6
;0,6
;0,6
130,673;
;0,6
;0,6
130,764;0,6
;0,6
;0,6
130,830;
;0,6
;0,6
130,921;0,6
;0,6
;0,6
131,022;
;0,6
;0,6
131,127;0,6
;0,6
;0,6
131,209;
;0,6
;0,6
131,314;0,6
;0,6
;0,6
131,436;
;0,6
;0,6
131,545;0,6
;0,6
;0,6
131,659;
;0,6
;0,6
131,755;0,6
;0,6
;0,6
131,851;
;0,6
;0,6
131,964;0,6
;0,6
;0,6
132,069;
;0,6
;0,6
132,156;0,6
;0,6
;0,6
132,248;
;0,6
;0,6
132,340;0,6
;0,6
;0,6
132,427;
;0,6
;0,6
132,501;0,6
;0,6
;0,6
132,593;
;0,6
;0,6
132,706;0,6
;0,6
;0,6
132,841;
;0,6
;0,6
133,020;0,6
;0,6
;0,6
133,199;
;0,6
;0,6
133,391;0,6
;0,6
;0,6
133,561;
;0,6
;0,6
133,736;0,6
;0,6
;0,6
133,902;
;0,6
;0,6
134,155;0,6
;0,6
;0,6
134,290;
;0,6
;0,6
134,334;0,6
;0,6
;0,6
134,382;
;0,6
;0,6
134,460;0,6
;0,6
;0,6
134,552;
;0,6
;0,6
134,626;0,6
;0,6
;0,6
134,678;
;0,6
;0,6
134,748;0,6
;0,6
;0,6
134,831;
;0,6
;0,6
134,936;0,6
;0,6
;0,6
135,040;
;0,6
;0,6
135,141;0,6
;0,6
;0,6
135,250;
;0,6
;0,6
135,320;0,6
;0,6
;0,6
135,376;
;0,6
;0,6
135,459;0,6
;0,6
;0,6
135,577;
;0,6
;0,6
135,717;0,6
;0,6
;0,6
135,830;
;0,6
;0,6
135,979;0,6
;0,6
;0,6
136,166;
;0,6
;0,6
136,315;0,6
;0,6
;0,6
136,419;
;0,6
;0,6
136,515;0,6
;0,6
;0,6
136,629;
;0,6
;0,6
136,725;0,6
;0,6
;0,6
136,838;
;0,6
;0,6
136,947;0,6
;0,6
;0,6
137,096;
;0,6
;0,6
137,226;0,6
;0,6
;0,6
137,357;
;0,6
;0,6
137,497;0,6
;0,6
;0,6
137,641;
;0,6
;0,6
137,794;0,6
;0,6
;0,6
137,894;
;0,6
;0,6
137,999;0,6
;0,6
;0,6
138,099;
;0,6
;0,6
138,213;0,6
;0,6
;0,6
138,357;
;0,6
;0,6
138,361;0,6
;0,6
;0,6
138,365;
;0,6
;0,6
138,365;0,6
;0,6
;0,6
138,365;
;0,6
;0,6
138,365;0,6
;0,6
;0,6
138,365;
;0,6
;0,6
138,365;0,6
;0,6
;0,6
138,365;
;0,6
;0,6
138,365;0,6
;0,6
;0,6
138,365;
;0,6
;0,6
138,365;0,6
;0,6
;0,6
138,365;
;0,6
;0,6
138,365;0,6
;0,6
;0,6
138,365;
;0,6
;0,6
138,365;0,6
;0,6
;0,6
138,365;
;0,6
;0,6
138,365;0,6
;0,6
;0,6
138,365;
;0,6
;0,6
138,365;0,6
;0,6
;0,6
138,365;
;0,6
;0,6
138,365;0,6
;0,6
;0,6
138,365;
;0,6
;0,6
138,365;0,6
;0,6
;0,6
138,361;
;0,6
;0,6
138,361;0,6
;0,6
;0,6
138,361;
;0,6
;0,6
138,361;0,6
;0,6
;0,6
138,361;
;0,6
;0,6
138,361;0,6
;0,6
;0,6
138,361;
;0,6
;0,6
138,361;0,6
;0,6
;0,6
138,361;
;0,6
;0,6
138,361;0,6
;0,6
;0,6
138,361;
;0,6
;0,6
138,361;0,6
;0,6
;0,6
138,361;
;0,6
;0,6
138,361;0,6
;0,6
;0,6
138,361;
;0,6
;0,6
138,357;0,6
;0,6
;0,6
138,357;
;0,6
;0,6
138,357;0,6
;0,6
;0,6
138,357;
;0,6
;0,6
138,357;0,6
;0,6
;0,6
138,357;
;0,6
;0,6
138,357;0,6
;0,6
;0,6
138,352;
;0,6
;0,6
138,352;0,6
;0,6
;0,6
138,352;
;0,6
;0,6
138,352;0,6
;0,6
;0,6
138,352;
;0,6
;0,6
138,352;0,6
;0,6
;0,6
138,352;
;0,6
;0,6
138,352;0,6
;0,6
;0,6
138,352;
;0,6
;0,6
138,352;0,6
;0,6
;0,6
138,352;
;0,6
;0,6
138,352;0,6
;0,6
;0,6
138,352;
;0,6
;0,6
138,352;0,6
;0,6
;0,6
138,352;
;0,6
;0,6
138,352;0,6
;0,6
;0,6
138,352;
;0,6
;0,6
138,352;0,6
;0,6
;0,6
138,352;
;0,6
;0,6
138,352;0,6
;0,6
;0,6
138,352;
;0,6
;0,6
138,352;0,6
;0,6
;0,6
138,352;
;0,6
;0,6
138,352;0,6
;0,6
